cord_uid,type,sentence,sentence_tagged
9e5ajbgq,full_text,4,unfortunately//RB knowledge//NN gap//NNS respect//NN availability//NN baseline//NN datum//NNS oral//JJ health//NN key//JJ modifiable//JJ factor//NNS dental//JJ carie//NNS restrict//VBP ability//NN develop//VBG nation//NNS country//NNS include//VBG Saudi//NNP Arabia//NNP attain//VB goal//NNS set//VBN 
9e5ajbgq,full_text,5,addition//NN compete//VBG interest//NNS health//NN care//NN funding//NN warrant//NN prioritize//VBG associate//VBN factor//NNS well//RBR direct//JJ public//JJ health//NN mitigation//NN effort//NNS 
9e5ajbgq,full_text,6,factor//NNS occupational//JJ status//NN family//NN income//NN level//NN education//NN parent//NNS affect//VBP socioeconomic//JJ status//NN populace//NN associate//VBN dental//JJ carie//NNS relative//JJ impact//NN dental//JJ carie//NNS compare//VBN individual//JJ factor//NNS unclear//JJ 
9e5ajbgq,full_text,7,modification//NN socioeconomic//JJ factor//NNS require//VBZ macro//JJ level//NN change//NNS 
9e5ajbgq,full_text,8,contrast//NN individual//JJ factor//NNS child//NN oral//JJ health//NN behavior//NNS child//NN feeding//NN practice//NNS dietary//JJ habit//NNS play//VBP role//NN cariogenesis//NN target//VBN modification//NN direct//VBG limited//JJ resource//NNS primary//JJ school//NN child//NNS 
9e5ajbgq,full_text,9,prior//JJ evidence//NN illustrate//VBZ importance//NN adopt//VBG good//JJ oral//JJ health//NN behavior//NNS regular//JJ brushing//NN tooth//NNS mouthwash//NN floss//VBG tooth//NNS reduce//VBG disease//NN burden//NN attain//VBG optimal//JJ oral//JJ health//NN 
9e5ajbgq,full_text,10,similarly//RB role//NN sugary//JJ food//NNS candy//NNS cariogenesis//NN established//JJ 
9e5ajbgq,full_text,11,relative//JJ significance//NN aforementioned//JJ oral//JJ behavioral//JJ factor//NNS cariogenesis//NN compare//VBN host//NN factor//NNS vary//VB significantly//RB different//JJ population//NNS owe//VBG cultural//JJ behavioral//JJ practice//NNS 
9e5ajbgq,full_text,12,globalized//JJ world//NN constant//JJ migration//NN individual//NNS transfer//NN certain//JJ behavior//NNS practice//NNS favor//VBG flavor//VBN milk//NN plain//JJ milk//NN child//NNS prevail//VBG norm//NN 
9e5ajbgq,full_text,13,knowledge//NN associate//VBN factor//NNS dental//JJ carie//NNS saudi//JJ child//NNS benefit//VB saudi//JJ populace//NN international//JJ organization//NNS health//NN authority//NNS direct//VBG mitigation//NN effort//NNS vulnerable//JJ population//NNS child//NNS 
9e5ajbgq,full_text,14,study//NN aim//VBN estimate//VBG prevalence//NN dental//JJ carie//NNS primary//JJ tooth//NNS identify//VBG key//JJ associate//VBN factor//NNS school//NN child//NNS Riyadh//NNP city//NN Saudi//NNP Arabia//NNP contribute//VB knowledge//NN dental//JJ carie//NNS enrich//VBG baseline//NN datum//NNS determine//VBG risk//NN factor//NNS highly//RB prevalent//JJ preventable//JJ condition//NN 
9e5ajbgq,full_text,15,analysis//NN Saudi//NNP Arabia//NNP comprehensively//RB evaluate//VB prioritize//VB factor//NNS encompass//VBG major//JJ risk//NN domain//NNS dental//JJ carie//NNS include//VBG parental//JJ socioeconomic//JJ status//NN child//NNS oral//JJ health//NN behavior//NN practice//NNS child//NN feeding//NN practice//NNS dietary//JJ habit//NNS 
9e5ajbgq,full_text,16,addition//NN relative//JJ importance//NN individual//JJ factor//NNS socioeconomic//JJ factor//NNS determinant//NNS dental//JJ carie//NNS assess//VBN extensive//JJ modelling//NN technique//NNS 
9e5ajbgq,full_text,17,sample//NN size//NN calculate//VBN single//JJ proportion//NN formula//NN base//VBN confidence//NN level//NN expect//VBD prevalence//NN precision//NN design//NN effect//NN 
9e5ajbgq,full_text,18,recommend//VBN sample//NN size//NN child//NNS parent//NNS single//JJ unit//NN 
9e5ajbgq,full_text,19,anticipate//VBD low//JJ response//NN rate//NN owe//VBG outbreak//NN Middle//NNP East//NNP respiratory//JJ virus//NN Riyadh//NNP city//NN study//NN period//NN 
9e5ajbgq,full_text,20,total//NN questionnaire//NNS distribute//VBN parent//NNS receive//VBD complete//VBN questionnaire//NNS response//NN rate//NN school//NNS consider//VBN recruitment//NN government//NN primary//JJ school//NNS boy//NNS Riyadh//NNP region//NN 
9e5ajbgq,full_text,21,study//NN sample//NN obtain//VBN multistage//NN random//JJ sampling//NN technique//NN 
9e5ajbgq,full_text,22,briefly//RB primary//JJ school//NNS Riyadh//NNP randomly//RB select//VBN geographical//JJ location//NNS Riyadh//NNP city//NN base//VBN list//NN primary//JJ school//NNS obtain//VBN Ministry//NNP Education//NNP 
9e5ajbgq,full_text,23,maximum//NN student//NNS randomly//RB select//VBN school//NNS 
9e5ajbgq,full_text,24,region//NNS Riyadh//NNP city//NN contribute//VBD fifth//NN total//JJ study//NN sample//NN 
9e5ajbgq,full_text,25,child//NNS undergo//VBD simple//JJ dental//JJ examination//NN base//VBN World//NNP Health//NNP Organization//NNP diagnostic//JJ criterion//NNS oral//JJ health//NN survey//NNS 
9e5ajbgq,full_text,26,basic//JJ oral//JJ assessment//NN child//NN perform//VBN single//JJ professional//JJ dentist//NN seat//VBG subject//NN chair//NN good//JJ day//NN light//NN mouth//NN mirror//NN dental//JJ probe//NNS 
9e5ajbgq,full_text,27,simple//JJ oral//JJ examination//NN pose//NNS harm//NN child//NNS 
9e5ajbgq,full_text,28,reliability//NN good//JJ base//VBN child//NNS prior//RB study//NN kappa//NN value//NN 
9e5ajbgq,full_text,29,carie//NNS status//NN crown//NN primary//JJ tooth//NNS assess//VBN decayed//JJ d//NN miss//VBG m//NN fill//VBN f//LS tooth//NNS dmft//NN index//NN tooth//NNS miss//VBG m//NN fill//VBN f//LS contribute//VBD overall//JJ dmft//NN score//NN miss//VBG fill//VBN carie//NNS 
9e5ajbgq,full_text,30,dmft//NN score//NN null//NN indicate//VBZ presence//NN carie//NNS null//JJ score//NN indicate//VBZ absence//NN carie//NNS 
9e5ajbgq,full_text,31,structured//JJ parental//JJ questionnaire//NN develop//VBN rely//VBG previous//JJ study//NNS account//VBG cultural//JJ sensitivity//NNS study//NN population//NN 
9e5ajbgq,full_text,32,questionnaire//NN translate//VBN arabic//JJ English//NNP ensure//VB accuracy//NN 
9e5ajbgq,full_text,33,face//NN validity//NN feasibility//NN construct//NN validity//NN questionnaire//NN establish//VBN prior//RB study//NN 
9e5ajbgq,full_text,34,questionnaire//NN response//NNS provide//VBD datum//NNS age//NN child//NN demographic//JJ socioeconomic//JJ factor//NNS father//NN education//NN level//NN mother//NN education//NN level//NN parental//JJ occupation//NN health//NN care//NN provider//NN monthly//JJ income//NN family//NN region//NN residence//NN type//NN residence//NN availability//NN medical//JJ insurance//NN dental//JJ coverage//NN 
9e5ajbgq,full_text,35,parent//NNS provide//VBD information//NN oral//JJ health//NN behavior//NN practice//NNS child//NNS frequency//NN brush//VBG tooth//NNS toothpaste//NN day//NN age//NN child//NNS start//VBD brushing//NN use//NN dental//JJ floss//NN use//NN mouthwash//NN frequency//NN fluoride//NN application//NN recent//JJ visit//NN dentist//JJ habit//NN eat//VBG brush//VBG tooth//NNS night//NN child//NN feeding//NN practice//NNS type//NN milk//NN feeding//NN practice//NN breast//NN milk//NN powdered//JJ milk//NN age//NN child//NN breast//NN feeding//NN stop//VBN age//NN child//NN bottle//JJ feeding//NN stop//VBN child//NN sleep//VBG bottle//NN mouth//NN number//NN meal//NNS day//NN number//NN snack//NN item//NNS consume//VBN meal//NNS snack//NN time//NN correspond//VBG main//JJ meal//NNS eat//VBD snack//NNS main//JJ meal//NNS snack//NNS main//JJ meal//NNS main//JJ meal//NNS 
9e5ajbgq,full_text,36,dietary//JJ information//NN include//VBD use//NN multivitamin//NN supplementation//NN consumption//NN fresh//JJ fruit//NNS fresh//JJ vegetable//NNS salad//NNS fast//JJ food//NN candy//NN potato//NN chip//NNS sweeten//VBN chewing//NN gum//NN fresh//JJ juice//NN flavor//VBD juice//NNS soft//JJ drink//NNS fresh//JJ milk//NN flavor//VBD milk//NN twice//PDT week//NN 
9e5ajbgq,full_text,37,original//JJ variable//JJ category//NNS combine//VBN create//VB meaningful//JJ new//JJ group//NNS facilitate//VB appropriate//JJ analysis//NNS 
9e5ajbgq,full_text,38,particular//JJ frequency//NN brush//VBG tooth//NNS variable//NN classify//VBN category//NNS child//NNS brush//VBG time//NNS daily//JJ 
9e5ajbgq,full_text,39,analysis//NNS study//NN datum//NNS perform//VBN sas//NN software//NN version//NN SAS//NNP Institute//NNP Cary//NNP NC//NNP usa//NN 
9e5ajbgq,full_text,40,categorical//JJ variable//NNS describe//VBN count//NNS percentage//NNS mean//NNS standard//JJ deviation//NNS sd//NN compute//VBN continuous//JJ variable//NNS 
9e5ajbgq,full_text,41,confidence//NN interval//NNS proportion//NNS construct//VBN exact//JJ test//NNS 
9e5ajbgq,full_text,42,independence//NN characteristic//NNS study//NN sample//NN carie//NNS status//NN presence//NN absence//NN assess//VBN Pearson//NNP test//NN Fisher//NNP exact//JJ test//NNS small//JJR sample//NNS p//NN value//NNS 
9e5ajbgq,full_text,43,missing//JJ datum//NNS analyze//VBN separate//JJ category//NN unknown//JJ corresponding//JJ variable//NNS 
9e5ajbgq,full_text,44,main//JJ associate//VBN factor//NNS dental//JJ carie//NNS study//NN determine//VBN step//NNS 
9e5ajbgq,full_text,45,step//NN association//NN characteristic//NN study//NN sample//NN presence//NN dental//JJ carie//NNS evaluate//VBN univariate//NN logistic//JJ regression//NN analysis//NNS variable//NNS significant//JJ p//NN value//NN equal//JJ select//VBN second//JJ step//NN analysis//NNS 
9e5ajbgq,full_text,46,second//JJ step//NN associate//VBN factor//NNS dental//JJ carie//NNS broad//JJR determinant//NNS health//NN include//VBG socioeconomic//JJ factor//NNS child//NN oral//JJ health//NN behavior//NN practice//NNS child//NN feeding//NN practice//NNS dietary//JJ factor//NNS identify//VBN base//VBN separate//JJ stepwise//JJ logistic//JJ regression//NN analysis//NNS 
9e5ajbgq,full_text,47,subsequently//RB covariate//NNS significant//JJ p//NN analysis//NNS select//VBN analysis//NN 
9e5ajbgq,full_text,48,final//JJ step//NN stepwise//JJ multivariate//JJ logistic//JJ regression//NN analysis//NN perform//VBN covariate//NNS select//VBN step//NN variable//JJ age//NN group//NN child//NN year//NNS determine//VB key//JJ associate//VBN factor//NNS dental//JJ carie//NNS 
9e5ajbgq,full_text,49,addition//NN multicollinearity//NN assess//VBN collinearity//NN index//NNS eigenvalue//NNS variable//JJ decomposition//NN proportion//NNS multivariate//JJ model//NNS 
9e5ajbgq,full_text,50,highly//RB collinear//JJ variable//NNS remove//VBN give//VBG precedence//NN child//NNS oral//JJ health//NN behavior//NN practice//NN covariate//NNS 
9e5ajbgq,full_text,51,addition//NN Firth//NNP bias//NN correction//NN apply//VBN final//JJ multivariate//JJ model//NN address//VB potential//JJ issue//NNS small//JJ sample//NN size//NN complete//JJ separation//NN 
9e5ajbgq,full_text,52,measure//NNS association//NN report//VBN unadjuste//VBN odd//NNS ratio//NNS uor//NN adjust//VBN odd//NNS ratio//NNS aor//NN corresponding//JJ confidence//NN interval//NNS ci//NN 
9e5ajbgq,full_text,53,discrimination//NN calibration//NN overall//JJ performance//NN final//JJ multivariate//NN model//NN assess//VBN concordance//NN statistic//NN Hosmer//NNP Lemeshow//NNP test//NN adjust//VBN cox//NN Snell//NNP respectively//RB 
9e5ajbgq,full_text,54,performance//NN final//JJ model//NN socioeconomic//JJ factor//NNS compare//VBN base//VBN adjust//VBN cox//NN Snell//NNP indicate//VBZ proportion//NN variation//NN explain//VBN covariate//NNS model//NN 
9e5ajbgq,full_text,55,statistical//JJ analysis//NNS yield//VBD p//NN value//NN equal//JJ consider//VBN significant//JJ 
9e5ajbgq,full_text,56,total//NN primary//JJ school//NN boy//NNS aged//JJ year//NNS Riyadh//NNP Saudi//NNP Arabia//NNP analyze//VBN study//NN 
9e5ajbgq,full_text,57,prevalence//NN dental//JJ carie//NNS sample//NN ci//NN 
9e5ajbgq,full_text,58,ci//NN child//NNS carious//JJ lesion//NNS 
9e5ajbgq,full_text,59,prevalence//NN dental//JJ carie//NNS child//NNS aged//JJ year//NNS ci//NN ci//NN ci//NN respectively//RB 
9e5ajbgq,full_text,60,mean//NN age//NN dmft//NN score//NN sample//NN sd//NN sd//NN respectively//RB 
9e5ajbgq,full_text,61,table//NN provide//VBZ frequency//NNS percentage//NNS difference//NNS carie//NNS status//NN characteristic//NNS study//NN population//NN 
9e5ajbgq,full_text,62,significant//JJ number//NN father//NNS ci//NN mother//NNS ci//NN attend//VB college//NN university//NN child//NNS experience//VBD high//JJ prevalence//NN dental//JJ carie//NNS 
9e5ajbgq,full_text,63,majority//NN child//NNS come//VBD family//NNS ci//NN approximately//RB experience//VBD dental//JJ carie//NNS 
9e5ajbgq,full_text,64,study//NN subject//NNS live//VBD rental//JJ home//NNS dental//JJ coverage//NN medical//JJ insurance//NN 
9e5ajbgq,full_text,65,general//JJ child//NNS poor//JJ oral//JJ health//NN behavior//NN practice//NNS start//VBD brush//VBG late//JJ age//NN year//NNS brush//VBD daily//RB give//VBN week//NN 
9e5ajbgq,full_text,66,use//NN dental//JJ floss//NN mouthwash//NN negligible//JJ child//NNS visit//VBD dentist//NN symptomatic//JJ treatment//NN 
9e5ajbgq,full_text,67,practice//NN breast//NN feeding//NN common//JJ child//NNS wean//VBN year//NN 
9e5ajbgq,full_text,68,practice//NN mixed//JJ feeding//NN common//JJ sample//NN approximately//RB child//NNS experience//VBD dental//JJ carie//NNS compare//VBN child//NNS exclusively//RB feed//VBN breast//NN milk//NN powdered//JJ milk//NN 
9e5ajbgq,full_text,69,practice//NN sleep//VBG bottle//NN mouth//NN frequent//JJ consumption//NN sugary//JJ snack//NNS meal//NNS common//JJ 
9e5ajbgq,full_text,70,consumption//NN fresh//JJ fruit//NNS fresh//JJ juice//NN prevalent//JJ sample//NN 
9e5ajbgq,full_text,71,summary//NN variable//NNS select//VBN different//JJ step//NNS selection//NN process//NN illustrate//VBN Table//NNP 
9e5ajbgq,full_text,72,bar//VBG exception//NNS factor//NNS significantly//RB associate//VBN dental//JJ carie//NNS experience//NN univariate//NN analysis//NNS step//NN 
9e5ajbgq,full_text,73,ensue//VBG step//NN multivariate//NN analysis//NN limited//JJ number//NN factor//NNS associate//VBN dental//JJ carie//NNS risk//NN domain//NNS concession//NNS observe//VBN dietary//JJ factor//NNS 
9e5ajbgq,full_text,74,final//JJ step//NN model//NN selection//NN highly//RB collinear//JJ child//NN feeding//NN covariate//NN age//NN child//NN breast//NN feeding//NN stop//VBN exclude//VBN address//VB multicollinearity//NN 
9e5ajbgq,full_text,75,model//NN selection//NN process//NN yield//VBD variable//NNS significant//JJ p//NN inclusion//NN final//JJ model//NN 
9e5ajbgq,full_text,76,association//NN measure//NNS provide//VBN Table//NNP avoid//VB confusion//NN interested//JJ reader//NNS find//VB detail//NNS additional//JJ file//NN 
9e5ajbgq,full_text,77,unadjuste//VBN adjust//VBN odd//NNS ratio//NNS confidence//NN interval//NNS base//VBN Firth//NNP bias//NN correction//NN variable//NNS represent//VBG risk//NN domain//NNS final//JJ model//NN report//VBN Table//NNP 
9e5ajbgq,full_text,78,note//VBN factor//NNS represent//VBG low//JJ socioeconomic//JJ status//NN low//JJ level//NN maternal//JJ education//NN low//JJ family//NN income//NN lack//NN dental//JJ insurance//NN associate//VBN minimum//NN fourfold//RB increase//VBN dental//JJ carie//NNS experience//NN 
9e5ajbgq,full_text,79,child//JJ oral//JJ health//NN practice//NNS failure//NN brush//NN tooth//NNS day//NN failure//NN start//VB brushing//NN child//NN attain//VBD year//NNS age//NN visit//VBG dentist//NN symptomatic//JJ treatment//NN associate//VBN dental//JJ carie//NNS experience//NN child//NNS 
9e5ajbgq,full_text,80,child//NNS habituate//VBD sleep//VBG bottle//NN mouth//NN experience//VBD high//JJR dental//JJ carie//NNS compare//VBN child//NNS practice//VBG habit//NN aor//NN ci//NN 
9e5ajbgq,full_text,81,addition//NN lack//NN mixed//JJ feeding//NN consume//VBG sugary//JJ snack//NN item//NNS meal//NNS predominantly//RB associate//VBN dental//JJ carie//NNS experience//NN p//NN 
9e5ajbgq,full_text,82,dietary//JJ habit//NNS consumption//NN fresh//JJ fruit//NNS frequent//JJ consumption//NN soft//JJ drink//NNS flavor//VBN milk//NN significantly//RB associate//VBN dental//JJ carie//NNS odd//NNS ratio//NN respectively//RB 
9e5ajbgq,full_text,83,final//JJ model//NN calibrate//VBN p//NN Hosmer//NNP Lemeshow//NNP test//NN high//JJ discriminatory//JJ power//NN high//JJ overall//JJ performance//NN adjust//VBN 
9e5ajbgq,full_text,84,subsequent//JJ exclusion//NN variable//NNS represent//VBG socioeconomic//JJ status//NN final//JJ model//NN result//VBD model//NN p//NN hosmer//NN Lemeshow//NNP test//NN high//JJ discriminatory//JJ power//NN 
9e5ajbgq,full_text,85,slight//JJ reduction//NN overall//JJ performance//NN note//VBN signify//VBG influence//NN individual//JJ personal//JJ factor//NNS represent//VBN remain//VBG risk//NN domain//NNS dental//JJ carie//NNS experience//NN child//NNS overall//JJ performance//NN model//NN variable//NNS represent//VBG socioeconomic//JJ status//NN 
9e5ajbgq,full_text,86,addition//NN high//JJR magnitude//NN adjust//VBN odd//NNS ratio//NNS individual//JJ factor//NNS range//VBG compare//VBN aors//NN socioeconomic//JJ factor//NNS range//VBG low//JJR confidence//NN limit//NNS consistently//RB lend//VBP support//NN predominant//JJ influence//NN individual//JJ factor//NNS dental//JJ carie//NNS experience//NN child//NNS 
9e5ajbgq,full_text,87,dental//JJ carie//NNS prevalent//JJ primary//JJ school//NN child//NNS Saudi//NNP Arabia//NNP ci//NN 
9e5ajbgq,full_text,88,identify//VBD individual//JJ factor//NNS encompass//VBG major//JJ risk//NN domain//NNS child//NNS oral//JJ health//NN behavior//NN practice//NNS child//NN feeding//NN practice//NNS dietary//JJ habit//NNS predominantly//RB associate//VBN dental//JJ carie//NNS experience//NN study//NN 
9e5ajbgq,full_text,89,especially//RB child//JJ oral//JJ health//NN behavior//NN practice//NNS brushing//NN tooth//NNS daily//RB start//VBG practice//NN brushing//NN early//JJR year//NNS visit//VBG dentist//JJ regularly//RB significantly//RB associate//VBN dental//JJ carie//NNS 
9e5ajbgq,full_text,90,addition//NN child//NNS breast//NN milk//NN powdered//JJ milk//NN child//NNS sleep//VBG bottle//NN mouth//NN practice//NN snack//VBG item//NNS meal//NNS link//VBN dental//JJ carie//NNS experience//NN child//NNS 
9e5ajbgq,full_text,91,dietary//JJ habit//NNS frequent//JJ consumption//NN fresh//JJ fruit//NNS week//NN frequent//JJ consumption//NN soft//JJ drink//NNS flavor//VBN milk//NN week//NN significantly//RB associate//VBN dental//JJ carie//NNS study//NN 
9e5ajbgq,full_text,92,sample//NN socioeconomic//JJ factor//NNS mother//NNS low//JJ family//NN income//NN lack//NN dental//JJ insurance//NN coverage//NN influential//JJ individual//JJ factor//NNS determine//VBG dental//JJ carie//NNS experience//NN male//JJ primary//JJ school//NN child//NNS 
9e5ajbgq,full_text,93,high//JJ prevalence//NN dental//JJ carie//NNS observe//VBN primary//JJ school//NN child//NNS sample//NN consistent//JJ previous//JJ study//NNS Saudi//NNP Arabia//NNP UAE//NNP 
9e5ajbgq,full_text,94,recent//JJ dental//JJ carie//NNS study//NNS different//JJ region//NNS Saudi//NNP Arabia//NNP determine//VBD prevalence//NN 
9e5ajbgq,full_text,95,furthermore//RB observe//VBN prevalence//NN dental//JJ carie//NNS child//NNS present//JJ study//NN substantially//RB high//JJR target//NN establish//VBN year//NN 
9e5ajbgq,full_text,96,collective//JJ evidence//NN study//NN previous//JJ study//NNS confirm//VBP endemic//JJ nature//NN dental//JJ carie//NNS Middle//NNP Eastern//NNP population//NN signify//VB burden//NN public//JJ health//NN 
9e5ajbgq,full_text,97,interesting//JJ note//VB dental//JJ carie//NNS experience//NN primary//JJ school//NN child//NNS well//RBR explain//VBN individual//JJ factor//NNS socioeconomic//JJ factor//NNS study//NN consistent//JJ weak//JJR role//NN socioeconomic//JJ factor//NNS observe//VBN develop//VBN nation//NNS 
9e5ajbgq,full_text,98,notion//NN support//VBN relatively//RB strong//JJR association//NNS observe//VBN individual//JJ factor//NNS dental//JJ carie//NNS experience//VBP study//NN 
9e5ajbgq,full_text,99,contrast//NN longitudinal//JJ study//NNS develop//VBG nation//NNS demonstrate//VBD dominant//JJ role//NN socioeconomic//JJ factor//NNS dental//JJ carie//NNS experience//NN 
9e5ajbgq,full_text,100,risk//NN profile//NN dental//JJ carie//NNS child//NNS Saudi//NNP Arabia//NNP appear//VBZ follow//VB theme//NN develop//VBN world//NN oral//JJ health//NN behavioral//JJ practice//NNS dietary//JJ habit//NNS relatively//RB important//JJ 
9e5ajbgq,full_text,101,effort//NNS direct//VBN improve//VBG socioeconomic//JJ status//NN continue//VBN owe//VBG evidence//NN present//JJ study//NN prior//JJ study//NNS identify//VBD maternal//JJ education//NN family//NN income//NN consistent//JJ associate//VBN factor//NNS dental//JJ carie//NNS 
9e5ajbgq,full_text,102,addition//NN availability//NN dental//JJ coverage//NN medical//JJ insurance//NN associate//VBN dental//JJ carie//NNS 
9e5ajbgq,full_text,103,literary//JJ evidence//NN inconsistent//JJ Saudi//NNP Arabia//NNP alarm//VBG proportion//NN child//NNS lack//VBD dental//JJ coverage//NN medical//JJ insurance//NN warrant//NN attention//NN 
9e5ajbgq,full_text,104,result//NNS consistent//JJ previous//JJ study//NNS dental//JJ carie//NNS report//VBD association//NN dental//JJ carie//NNS good//JJ oral//JJ health//NN behavior//NNS general//JJ tooth//DT brushing//NN habit//NNS particular//JJ 
9e5ajbgq,full_text,105,recent//JJ identify//VBD high//JJR risk//NN dental//JJ carie//NNS people//NNS brush//VBG daily//RB compare//VBN brushing//NN regularly//RB odd//NNS ratio//NN ci//NN 
9e5ajbgq,full_text,106,overwhelming//JJ majority//NN child//NNS start//VBD brush//VBG year//NNS ci//NN present//JJ study//NN consistent//JJ late//JJ adoption//NN brushing//NN observe//VBN previous//JJ study//NNS Saudi//NNP Arabia//NNP Philippines//NNPS 
9e5ajbgq,full_text,107,high//JJR risk//NN dental//JJ carie//NNS observe//VBN uniquely//RB child//NNS start//VBD brush//VBG late//RB year//NNS sample//NN warrant//VBP investigation//NN 
9e5ajbgq,full_text,108,particularly//RB future//JJ study//NNS evaluate//VB possible//JJ role//NN cultural//JJ habit//NN chew//VBG stick//NN Miswak//NNP clean//VBG tooth//NNS well//JJR outcome//NN observe//VBN child//NNS start//VBG brushing//NN age//NNS compare//VBN start//VBG brushing//NN year//NNS Saudi//NNP Arabia//NNP 
9e5ajbgq,full_text,109,give//VBN importance//NN brush//VBG tooth//NNS regularly//RB mouthwash//VBP use//NN maintain//VBG good//JJ oral//JJ hygiene//NN prevent//VBG dental//JJ carie//NNS low//JJR prevalence//NN habit//NNS observe//VBN study//NN detailed//JJ investigation//NN brushing//NN practice//NNS use//NN fluoridated//JJ toothpaste//NN use//NN chew//VBG stick//NN cleaning//NN tooth//NNS oral//JJ hygiene//NN practice//NNS use//NN fluoride//NN contain//VBG mouthwash//NN primary//JJ school//NN child//NNS Saudi//NNP Arabia//NNP necessary//JJ 
9e5ajbgq,full_text,110,furthermore//RB intervention//NNS aim//VBN encourage//VBG good//JJ oral//JJ health//NN behavior//NNS child//NNS undertake//VBN 
9e5ajbgq,full_text,111,negative//JJ attitude//NN apprehension//NN visit//VBG dentist//NN clearly//RB evident//JJ study//NN ci//NN child//NNS visit//VBD dentist//NN regular//JJ visit//VBD symptomatic//JJ treatment//NN toothache//NN 
9e5ajbgq,full_text,112,problem//NN bad//JJR young//JJR child//NNS Saudi//NNP Arabia//NNP mere//JJ child//NNS visit//VBN dentist//JJ regular//JJ checkup//NN visit//NN 
9e5ajbgq,full_text,113,dangerous//JJ trend//NN prevent//VBN patient//NNS avail//VBG sound//NN advice//NN preventive//JJ oral//JJ health//NN practice//NNS contribute//VBG high//JJ prevalence//NN delay//VBD recognition//NN management//NN dental//JJ carie//NNS Saudi//NNP Arabia//NNP 
9e5ajbgq,full_text,114,saudi//JJ child//NNS benefit//VB publicly//RB fund//VBN dental//JJ screening//NN program//NNS aid//VBP timely//JJ detection//NN management//NN dental//JJ oral//JJ health//NN problem//NNS 
9e5ajbgq,full_text,115,addition//NN regular//JJ dental//JJ screening//NN program//NNS target//VBN school//NN child//NNS add//VBN benefit//NN realize//VBG cost//NN saving//NNS reduce//VBN need//NN advanced//JJ dental//JJ care//NN 
9e5ajbgq,full_text,116,present//JJ study//NN find//VBD ci//NN high//JJR risk//NN dental//JJ carie//NNS child//NNS fall//VBG asleep//NN bottle//NN mouth//NN consistent//JJ literary//JJ evidence//NN 
9e5ajbgq,full_text,117,magnitude//NN risk//NN australian//JJ child//NNS sleep//VBG bottle//NN mouth//NN low//JJR ci//NN 
9e5ajbgq,full_text,118,suggest//VBN decrease//VBN salivary//JJ flow//NN reduce//VBD swallow//VBG reflex//NN child//NN get//VBZ drowsy//JJR allow//VB carbohydrate//NNS remain//VB mouth//NN pool//NN tooth//NNS prime//VBG area//NN bacterial//JJ attack//NN 
9e5ajbgq,full_text,119,practice//NN frequently//RB consume//VBG sugary//JJ snack//NNS meal//NNS associate//VBN dental//JJ carie//NNS study//NN 
9e5ajbgq,full_text,120,current//JJ evidence//NN inconsistent//JJ study//NNS indicate//VBG positive//JJ association//NN fail//VBD observe//VB relationship//NN 
9e5ajbgq,full_text,121,evaluation//NN confirmation//NN globally//RB relevant//JJ predictor//NN warrant//VBN 
9e5ajbgq,full_text,122,breast//NN feeding//NN commonly//RB practice//VBN western//JJ country//NNS practice//NN mixed//JJ feeding//NN partial//JJ breast//NN feeding//NN breast//NN milk//NN powdered//JJ milk//NN predominant//JJ Saudi//NNP Arabia//NNP 
9e5ajbgq,full_text,123,child//NNS study//NN high//JJR risk//NN carie//NNS consistent//JJ exist//VBG literature//NN 
9e5ajbgq,full_text,124,breast//NN milk//NN cariogenic//JJ report//VBN cariogenicity//NN certain//JJ infant//JJ formula//NNS high//JJR risk//NN associate//VBN practice//NN breast//NN feeding//NN late//JJ infancy//NN month//NNS ci//NN discourage//VB practice//NN mixed//JJ feeding//NN emergence//NN new//JJ evidence//NN 
9e5ajbgq,full_text,125,interestingly//RB child//NNS study//NN exclusively//RB experience//VBD high//JJR risk//NN carie//NNS render//VBG support//NN practice//NN mixed//JJ feeding//NN 
9e5ajbgq,full_text,126,note//VBN previously//RB publish//VBN literature//NN possible//JJ practice//NN breast//NN feeding//NN late//JJ infancy//NN play//VBN role//NN excess//JJ risk//NN observe//VBN saudi//JJ child//NNS research//NN base//VBN large//JJR sample//NN warrant//VBN confirm//VB finding//NNS determine//VB role//NN duration//NN exclusive//JJ breast//NN feeding//NN carie//NNS risk//NN child//NNS Saudi//NNP Arabia//NNP 
9e5ajbgq,full_text,127,furthermore//RB study//NN identify//VBD eat//VBG pattern//NNS food//NN choice//NNS play//VBP important//JJ role//NN dental//JJ carie//NNS experience//NN child//NNS 
9e5ajbgq,full_text,128,interestingly//RB observe//VBN association//NN flavor//VBN milk//NN dental//JJ carie//NNS study//NN result//NN evolving//NN trend//NNS milk//NN consumption//NN practice//NNS Saudi//NNP Arabia//NNP 
9e5ajbgq,full_text,129,prior//JJ observational//JJ study//NNS contrast//NN finding//NNS moderate//JJ cariogenic//JJ potential//NN flavor//VBN milk//NN observe//VBN recent//JJ animal//NN experiment//NN possibility//NN develop//VBG nation//NNS adopt//VBG new//JJ trend//NN warrant//NN evaluation//NN 
9e5ajbgq,full_text,130,incidentally//RB study//NN contribute//VBD increase//VBG evidence//NN association//NN dental//JJ carie//NNS soda//NNS soft//JJ drink//NNS 
